tourney_name,round,winner_name,loser_name,surface,total_ServiceGames,total_aces
Queen's Club,R32,Francisco Cerundolo,Tommy Paul,Grass,32,8
Queen's Club,R32,Frances Tiafoe,Botic Van De Zandschulp,Grass,18,12
Queen's Club,R32,Sebastian Korda,Daniel Evans,Grass,22,15
Queen's Club,R32,Jordan Thompson,Alexei Popyrin,Grass,20,6
Queen's Club,R32,Cameron Norrie,Miomir Kecmanovic,Grass,22,13
Queen's Club,R32,Alex De Minaur,Andy Murray,Grass,16,3
Queen's Club,R32,Diego Schwartzman,Mackenzie Mcdonald,Grass,18,7
Queen's Club,R32,Adrian Mannarino,Liam Broady,Grass,26,9
Queen's Club,R32,Taylor Fritz,Bernabe Zapata Miralles,Grass,22,10
Queen's Club,R32,Lorenzo Musetti,Jan Choinski,Grass,18,10
Queen's Club,R32,Ben Shelton,J J Wolf,Grass,24,18
Queen's Club,R32,Ryan Peniston,Ugo Humbert,Grass,18,4
Queen's Club,R32,Holger Rune,Maxime Cressy,Grass,24,21
Mallorca,F,Christopher Eubanks,Adrian Mannarino,Grass,17,15
Mallorca,SF,Adrian Mannarino,Yannick Hanfmann,Grass,22,7
Mallorca,SF,Christopher Eubanks,Lloyd Harris,Grass,31,26
Mallorca,QF,Yannick Hanfmann,Feliciano Lopez,Grass,18,14
Mallorca,QF,Adrian Mannarino,Corentin Moutet,Grass,20,2
Mallorca,QF,Christopher Eubanks,Arthur Rinderknech,Grass,24,17
Mallorca,QF,Lloyd Harris,Pavel Kotov,Grass,20,14
Mallorca,R16,Yannick Hanfmann,Stefanos Tsitsipas,Grass,27,11
Mallorca,R16,Feliciano Lopez,Jordan Thompson,Grass,28,17
Mallorca,R16,Adrian Mannarino,Guido Pella,Grass,30,15
Mallorca,R16,Corentin Moutet,Roberto Carballes Baena,Grass,21,5
Mallorca,R16,Arthur Rinderknech,Constant Lestienne,Grass,17,12
Mallorca,R16,Christopher Eubanks,Ben Shelton,Grass,34,28
Mallorca,R16,Lloyd Harris,Roman Safiullin,Grass,21,31
Mallorca,R16,Pavel Kotov,Alejandro Davidovich Fokina,Grass,27,13
Mallorca,R32,Yannick Hanfmann,Pedro Cachin,Grass,15,11
Mallorca,R32,Feliciano Lopez,Max Purcell,Grass,21,20
Mallorca,R32,Jordan Thompson,Richard Gasquet,Grass,19,17
Mallorca,R32,Guido Pella,Marcos Giron,Grass,29,8
Mallorca,R32,Corentin Moutet,Christopher Oconnell,Grass,22,8
Mallorca,R32,Roberto Carballes Baena,Ilya Ivashka,Grass,26,6
Mallorca,R32,Arthur Rinderknech,Albert Ramos,Grass,24,24
Mallorca,R32,Constant Lestienne,Jason Kubler,Grass,30,17
Mallorca,R32,Christopher Eubanks,Alex Michelsen,Grass,33,23
Mallorca,R32,Lloyd Harris,Bernabe Zapata Miralles,Grass,20,12
Mallorca,R32,Roman Safiullin,Abedallah Shelbayh,Grass,17,7
Mallorca,R32,Pavel Kotov,Li Tu,Grass,21,11
Eastbourne,F,Francisco Cerundolo,Tommy Paul,Grass,27,7
Eastbourne,SF,Francisco Cerundolo,Mackenzie Mcdonald,Grass,28,4
Eastbourne,SF,Tommy Paul,Gregoire Barrere,Grass,19,5
Eastbourne,QF,Mackenzie Mcdonald,Mikael Ymer,Grass,28,9
Eastbourne,QF,Francisco Cerundolo,Zhizhen Zhang,Grass,17,5
Eastbourne,QF,Gregoire Barrere,Miomir Kecmanovic,Grass,24,11
Eastbourne,QF,Tommy Paul,J J Wolf,Grass,32,21
Eastbourne,R16,Mackenzie Mcdonald,Taylor Fritz,Grass,24,18
Eastbourne,R16,Mikael Ymer,Liam Broady,Grass,18,4
Eastbourne,R16,Francisco Cerundolo,Marc Andrea Huesler,Grass,24,15
Eastbourne,R16,Zhizhen Zhang,Maxime Cressy,Grass,31,14
Eastbourne,R16,Miomir Kecmanovic,Aleksandar Vukic,Grass,22,17
Eastbourne,R16,Gregoire Barrere,Nicolas Jarry,Grass,29,12
Eastbourne,R16,J J Wolf,Luca Van Assche,Grass,27,20
Eastbourne,R16,Tommy Paul,Sebastian Baez,Grass,19,4
Eastbourne,R32,Mackenzie Mcdonald,Marco Cecchinato,Grass,18,12
Eastbourne,R32,Liam Broady,Jan Choinski,Grass,19,11
Eastbourne,R32,Mikael Ymer,Botic Van De Zandschulp,Grass,27,9
Eastbourne,R32,Marc Andrea Huesler,Ryan Peniston,Grass,17,10
Eastbourne,R32,Maxime Cressy,Daniel Elahi Galan,Grass,22,12
Eastbourne,R32,Zhizhen Zhang,Lorenzo Sonego,Grass,21,15
Eastbourne,R32,Miomir Kecmanovic,Yibing Wu,Grass,24,19
Eastbourne,R32,Aleksandar Vukic,Brandon Nakashima,Grass,36,28
Eastbourne,R32,Gregoire Barrere,Emil Ruusuvuori,Grass,33,17
Eastbourne,R32,J J Wolf,Tomas Martin Etcheverry,Grass,18,13
Eastbourne,R32,Luca Van Assche,George Loffhagen,Grass,32,6
Eastbourne,R32,Sebastian Baez,Nuno Borges,Grass,19,5
Wimbledon,R128,Carlos Alcaraz,Jeremy Chardy,Grass,26,11
Wimbledon,R128,Alexandre Muller,Arthur Rinderknech,Grass,39,21
Wimbledon,R128,Jason Kubler,Ugo Humbert,Grass,46,35
Wimbledon,R128,Nicolas Jarry,Marco Cecchinato,Grass,35,22
Wimbledon,R128,Alexander Zverev,Gijs Brouwer,Grass,36,27
Wimbledon,R128,Yosuke Watanuki,Marc Andrea Huesler,Grass,60,52
Wimbledon,R128,Matteo Berrettini,Lorenzo Sonego,Grass,44,25
Wimbledon,R128,Alex De Minaur,Kimmer Coppejans,Grass,44,18
Wimbledon,R128,Frances Tiafoe,Yibing Wu,Grass,32,23
Wimbledon,R128,Dominic Stricker,Alexei Popyrin,Grass,48,42
Wimbledon,R128,Ilya Ivashka,Federico Coria,Grass,35,8
Wimbledon,R128,Grigor Dimitrov,Sho Shimabukuro,Grass,22,12
Wimbledon,R128,Alejandro Davidovich Fokina,Arthur Fils,Grass,28,7
Wimbledon,R128,Botic Van De Zandschulp,Zhizhen Zhang,Grass,51,32
Wimbledon,R128,Roberto Carballes Baena,Matteo Arnaldi,Grass,42,11
Wimbledon,R128,Holger Rune,George Loffhagen,Grass,30,16
Wimbledon,R128,Daniil Medvedev,Arthur Fery,Grass,31,9
Wimbledon,R128,Adrian Mannarino,Alexander Shevchenko,Grass,26,11
Wimbledon,R128,Marcos Giron,Hugo Dellien,Grass,33,19
Wimbledon,R128,Marton Fucsovics,Tallon Griekspoor,Grass,28,11
Wimbledon,R128,Francisco Cerundolo,Nuno Borges,Grass,40,16
Wimbledon,R128,Jiri Lehecka,Sebastian Ofner,Grass,30,11
Wimbledon,R128,Milos Raonic,Dennis Novak,Grass,43,32
Wimbledon,R128,Tommy Paul,Shintaro Mochizuki,Grass,28,10
Wimbledon,R128,Cameron Norrie,Tomas Machac,Grass,36,21
Wimbledon,R128,Christopher Eubanks,Thiago Monteiro,Grass,43,38
Wimbledon,R128,Christopher Oconnell,Hamad Medjedovic,Grass,42,21
Wimbledon,R128,Jiri Vesely,Sebastian Korda,Grass,40,42
Wimbledon,R128,Ben Shelton,Taro Daniel,Grass,47,26
Wimbledon,R128,Laslo Djere,Maxime Cressy,Grass,52,38
Wimbledon,R128,Andy Murray,Ryan Peniston,Grass,22,7
Wimbledon,R128,Stefanos Tsitsipas,Dominic Thiem,Grass,56,28
Wimbledon,R128,Jannik Sinner,Juan Manuel Cerundolo,Grass,24,12
Wimbledon,R128,Diego Schwartzman,Miomir Kecmanovic,Grass,25,2
Wimbledon,R128,Aleksandar Vukic,Daniel Altmaier,Grass,43,17
Wimbledon,R128,Quentin Halys,Daniel Evans,Grass,40,35
Wimbledon,R128,Daniel Elahi Galan,Yoshihito Nishioka,Grass,28,14
Wimbledon,R128,Oscar Otte,Dominik Koepfer,Grass,34,24
Wimbledon,R128,Mikael Ymer,Alex Molcan,Grass,28,7
Wimbledon,R128,Taylor Fritz,Yannick Hanfmann,Grass,49,25
Wimbledon,R128,Guido Pella,Borna Coric,Grass,47,23
Wimbledon,R128,Harold Mayot,Benjamin Bonzi,Grass,31,20
Wimbledon,R128,Corentin Moutet,Richard Gasquet,Grass,33,13
Wimbledon,R128,Roman Safiullin,Roberto Bautista Agut,Grass,56,23
Wimbledon,R128,Denis Shapovalov,Radu Albot,Grass,38,13
Wimbledon,R128,Gregoire Barrere,Lloyd Harris,Grass,46,31
Wimbledon,R128,Liam Broady,Constant Lestienne,Grass,28,10
Wimbledon,R128,Casper Ruud,Laurent Lokoli,Grass,38,12
Wimbledon,R128,Andrey Rublev,Max Purcell,Grass,31,14
Wimbledon,R128,Aslan Karatsev,Luca Van Assche,Grass,41,17
Wimbledon,R128,Tomas Barrios Vera,Sebastian Baez,Grass,44,10
Wimbledon,R128,David Goffin,Fabian Marozsan,Grass,34,12
Wimbledon,R128,Alexander Bublik,Mackenzie Mcdonald,Grass,43,30
Wimbledon,R128,J J Wolf,Enzo Couacaud,Grass,34,27
Wimbledon,R128,Maximilian Marterer,Borna Gojo,Grass,44,31
Wimbledon,R128,Michael Mmoh,Felix Auger Aliassime,Grass,49,29
Wimbledon,R128,Lorenzo Musetti,Juan Pablo Varillas,Grass,28,9
Wimbledon,R128,Jaume Munar,John Isner,Grass,39,22
Wimbledon,R128,Jan Choinski,Dusan Lajovic,Grass,41,15
Wimbledon,R128,Hubert Hurkacz,Albert Ramos,Grass,27,17
Wimbledon,R128,Tomas Martin Etcheverry,Bernabe Zapata Miralles,Grass,56,11
Wimbledon,R128,Stan Wawrinka,Emil Ruusuvuori,Grass,34,9
Wimbledon,R128,Jordan Thompson,Brandon Nakashima,Grass,48,27
Wimbledon,R128,Novak Djokovic,Pedro Cachin,Grass,31,23
Wimbledon,R64,Carlos Alcaraz,Alexandre Muller,Grass,32,10
Wimbledon,R64,Nicolas Jarry,Jason Kubler,Grass,43,45
Wimbledon,R64,Alexander Zverev,Yosuke Watanuki,Grass,38,30
Wimbledon,R64,Matteo Berrettini,Alex De Minaur,Grass,29,16
Wimbledon,R64,Frances Tiafoe,Dominic Stricker,Grass,31,33
Wimbledon,R64,Grigor Dimitrov,Ilya Ivashka,Grass,29,16
Wimbledon,R64,Alejandro Davidovich Fokina,Botic Van De Zandschulp,Grass,34,15
Wimbledon,R64,Holger Rune,Roberto Carballes Baena,Grass,32,10
Wimbledon,R64,Daniil Medvedev,Adrian Mannarino,Grass,31,11
Wimbledon,R64,Marton Fucsovics,Marcos Giron,Grass,42,16
Wimbledon,R64,Jiri Lehecka,Francisco Cerundolo,Grass,24,6
Wimbledon,R64,Tommy Paul,Milos Raonic,Grass,46,34
Wimbledon,R64,Christopher Eubanks,Cameron Norrie,Grass,39,29
Wimbledon,R64,Christopher Oconnell,Jiri Vesely,Grass,31,27
Wimbledon,R64,Laslo Djere,Ben Shelton,Grass,40,20
Wimbledon,R64,Stefanos Tsitsipas,Andy Murray,Grass,59,30
Wimbledon,R64,Jannik Sinner,Diego Schwartzman,Grass,27,16
Wimbledon,R64,Quentin Halys,Aleksandar Vukic,Grass,26,20
Wimbledon,R64,Daniel Elahi Galan,Oscar Otte,Grass,40,23
Wimbledon,R64,Mikael Ymer,Taylor Fritz,Grass,44,19
Wimbledon,R64,Guido Pella,Harold Mayot,Grass,42,18
Wimbledon,R64,Roman Safiullin,Corentin Moutet,Grass,34,10
Wimbledon,R64,Denis Shapovalov,Gregoire Barrere,Grass,32,23
Wimbledon,R64,Liam Broady,Casper Ruud,Grass,44,15
Wimbledon,R64,Andrey Rublev,Aslan Karatsev,Grass,44,20
Wimbledon,R64,David Goffin,Tomas Barrios Vera,Grass,39,17
Wimbledon,R64,Alexander Bublik,J J Wolf,Grass,28,15
Wimbledon,R64,Maximilian Marterer,Michael Mmoh,Grass,35,30
Wimbledon,R64,Lorenzo Musetti,Jaume Munar,Grass,26,6
Wimbledon,R64,Hubert Hurkacz,Jan Choinski,Grass,33,24
Wimbledon,R64,Stan Wawrinka,Tomas Martin Etcheverry,Grass,37,12
Wimbledon,R64,Novak Djokovic,Jordan Thompson,Grass,34,29
Wimbledon,R32,Carlos Alcaraz,Nicolas Jarry,Grass,43,27
Wimbledon,R32,Matteo Berrettini,Alexander Zverev,Grass,35,27
Wimbledon,R32,Grigor Dimitrov,Frances Tiafoe,Grass,25,18
Wimbledon,R32,Holger Rune,Alejandro Davidovich Fokina,Grass,51,26
Wimbledon,R32,Daniil Medvedev,Marton Fucsovics,Grass,39,10
Wimbledon,R32,Jiri Lehecka,Tommy Paul,Grass,55,29
Wimbledon,R32,Christopher Eubanks,Christopher Oconnell,Grass,39,28
Wimbledon,R32,Stefanos Tsitsipas,Laslo Djere,Grass,33,10
Wimbledon,R32,Jannik Sinner,Quentin Halys,Grass,36,23
Wimbledon,R32,Daniel Elahi Galan,Mikael Ymer,Grass,50,14
Wimbledon,R32,Roman Safiullin,Guido Pella,Grass,29,18
Wimbledon,R32,Denis Shapovalov,Liam Broady,Grass,42,15
Wimbledon,R32,Andrey Rublev,David Goffin,Grass,43,21
Wimbledon,R32,Alexander Bublik,Maximilian Marterer,Grass,30,15
Wimbledon,R32,Hubert Hurkacz,Lorenzo Musetti,Grass,33,20
Wimbledon,R32,Novak Djokovic,Stan Wawrinka,Grass,29,17
Wimbledon,R16,Carlos Alcaraz,Matteo Berrettini,Grass,36,13
Wimbledon,R16,Holger Rune,Grigor Dimitrov,Grass,44,25
Wimbledon,R16,Daniil Medvedev,Jiri Lehecka,Grass,18,14
Wimbledon,R16,Christopher Eubanks,Stefanos Tsitsipas,Grass,51,24
Wimbledon,R16,Jannik Sinner,Daniel Elahi Galan,Grass,32,24
Wimbledon,R16,Roman Safiullin,Denis Shapovalov,Grass,34,14
Wimbledon,R16,Andrey Rublev,Alexander Bublik,Grass,57,60
Wimbledon,R16,Novak Djokovic,Hubert Hurkacz,Grass,48,51
Wimbledon,QF,Carlos Alcaraz,Holger Rune,Grass,33,6
Wimbledon,QF,Daniil Medvedev,Christopher Eubanks,Grass,47,45
Wimbledon,QF,Jannik Sinner,Roman Safiullin,Grass,35,22
Wimbledon,QF,Novak Djokovic,Andrey Rublev,Grass,36,11
Wimbledon,SF,Carlos Alcaraz,Daniil Medvedev,Grass,27,9
Wimbledon,SF,Novak Djokovic,Jannik Sinner,Grass,32,19
Wimbledon,F,Carlos Alcaraz,Novak Djokovic,Grass,46,11
Gstaad,F,Pedro Cachin,Albert Ramos,Clay,27,8
Gstaad,SF,Pedro Cachin,Hamad Medjedovic,Clay,16,4
Gstaad,SF,Albert Ramos,Miomir Kecmanovic,Clay,17,3
Gstaad,QF,Pedro Cachin,Jaume Munar,Clay,18,2
Gstaad,QF,Hamad Medjedovic,Yannick Hanfmann,Clay,18,10
Gstaad,QF,Albert Ramos,Juan Pablo Varillas,Clay,29,4
Gstaad,QF,Miomir Kecmanovic,Zizou Bergs,Clay,31,11
Gstaad,R16,Pedro Cachin,Roberto Bautista Agut,Clay,24,10
Gstaad,R16,Jaume Munar,Stan Wawrinka,Clay,19,5
Gstaad,R16,Yannick Hanfmann,Daniel Altmaier,Clay,30,11
Gstaad,R16,Hamad Medjedovic,Dominic Thiem,Clay,29,17
Gstaad,R16,Juan Pablo Varillas,Facundo Bagnis,Clay,15,6
Gstaad,R16,Albert Ramos,Lorenzo Sonego,Clay,28,10
Gstaad,R16,Zizou Bergs,Jurij Rodionov,Clay,34,16
Gstaad,R16,Miomir Kecmanovic,Dominic Stricker,Clay,19,11
Gstaad,R32,Pedro Cachin,Taro Daniel,Clay,17,7
Gstaad,R32,Jaume Munar,Alexander Ritschard,Clay,18,4
Gstaad,R32,Stan Wawrinka,Roberto Carballes Baena,Clay,11,4
Gstaad,R32,Daniel Altmaier,Benjamin Bonzi,Clay,19,4
Gstaad,R32,Dominic Thiem,Alexandre Muller,Clay,19,11
Gstaad,R32,Hamad Medjedovic,Zhizhen Zhang,Clay,27,7
Gstaad,R32,Juan Pablo Varillas,Otto Virtanen,Clay,17,5
Gstaad,R32,Facundo Bagnis,Arthur Rinderknech,Clay,25,19
Gstaad,R32,Albert Ramos,Fabio Fognini,Clay,23,3
Gstaad,R32,Zizou Bergs,Laslo Djere,Clay,25,16
Gstaad,R32,Jurij Rodionov,Marc Andrea Huesler,Clay,21,16
Gstaad,R32,Dominic Stricker,Arthur Fils,Clay,24,16
Bastad,F,Andrey Rublev,Casper Ruud,Clay,18,11
Bastad,SF,Casper Ruud,Lorenzo Musetti,Clay,21,6
Bastad,SF,Andrey Rublev,Francisco Cerundolo,Clay,33,16
Bastad,QF,Casper Ruud,Sebastian Ofner,Clay,19,3
Bastad,QF,Lorenzo Musetti,Filip Misolic,Clay,25,7
Bastad,QF,Francisco Cerundolo,Federico Coria,Clay,18,3
Bastad,QF,Andrey Rublev,Alexander Zverev,Clay,17,7
Bastad,R16,Casper Ruud,Alexander Shevchenko,Clay,18,4
Bastad,R16,Sebastian Ofner,Bernabe Zapata Miralles,Clay,30,13
Bastad,R16,Lorenzo Musetti,Matteo Arnaldi,Clay,31,11
Bastad,R16,Filip Misolic,Jozef Kovalik,Clay,32,5
Bastad,R16,Federico Coria,Leo Borg,Clay,18,2
Bastad,R16,Francisco Cerundolo,Luca Van Assche,Clay,17,7
Bastad,R16,Alexander Zverev,Thiago Monteiro,Clay,13,3
Bastad,R16,Andrey Rublev,Pavel Kotov,Clay,21,8
Bastad,R32,Alexander Shevchenko,Juan Manuel Cerundolo,Clay,18,2
Bastad,R32,Bernabe Zapata Miralles,Hugo Dellien,Clay,21,3
Bastad,R32,Sebastian Ofner,Tomas Martin Etcheverry,Clay,29,11
Bastad,R32,Matteo Arnaldi,Emil Ruusuvuori,Clay,30,12
Bastad,R32,Filip Misolic,Dusan Lajovic,Clay,24,9
Bastad,R32,Jozef Kovalik,Alejandro Davidovich Fokina,Clay,19,4
Bastad,R32,Federico Coria,Sebastian Baez,Clay,32,2
Bastad,R32,Leo Borg,Elias Ymer,Clay,21,14
Bastad,R32,Luca Van Assche,Dragos Nicolae Madaras,Clay,22,5
Bastad,R32,Alexander Zverev,Alex Molcan,Clay,31,8
Bastad,R32,Thiago Monteiro,Daniel Elahi Galan,Clay,32,19
Bastad,R32,Pavel Kotov,Marco Cecchinato,Clay,15,1
Newport,F,Adrian Mannarino,Alex Michelsen,Grass,18,5
Newport,SF,Alex Michelsen,John Isner,Grass,22,25
Newport,SF,Adrian Mannarino,Ugo Humbert,Grass,19,10
Newport,QF,John Isner,Tommy Paul,Grass,31,33
Newport,QF,Alex Michelsen,Mackenzie Mcdonald,Grass,18,5
Newport,QF,Ugo Humbert,Kevin Anderson,Grass,18,12
Newport,QF,Adrian Mannarino,Jordan Thompson,Grass,26,7
Newport,R16,Tommy Paul,Ethan Quinn,Grass,18,9
Newport,R16,John Isner,Corentin Moutet,Grass,19,9
Newport,R16,Mackenzie Mcdonald,Li Tu,Grass,22,6
Newport,R16,Alex Michelsen,James Duckworth,Grass,25,8
Newport,R16,Kevin Anderson,Gijs Brouwer,Grass,21,14
Newport,R16,Ugo Humbert,Steve Johnson,Grass,20,13
Newport,R16,Jordan Thompson,Liam Broady,Grass,16,9
Newport,R16,Adrian Mannarino,Rinky Hijikata,Grass,19,5
Newport,R32,Ethan Quinn,Sasi Kumar Mukund,Grass,16,6
Newport,R32,John Isner,Alex Bolt,Grass,27,27
Newport,R32,Corentin Moutet,Eliot Spizzirri,Grass,18,5
Newport,R32,Li Tu,Aleksandar Vukic,Grass,21,11
Newport,R32,James Duckworth,Constant Lestienne,Grass,34,18
Newport,R32,Alex Michelsen,Maxime Cressy,Grass,34,31
Newport,R32,Gijs Brouwer,Max Purcell,Grass,17,5
Newport,R32,Kevin Anderson,Gabriel Diallo,Grass,17,15
Newport,R32,Steve Johnson,Yunseong Chung,Grass,17,10
Newport,R32,Jordan Thompson,Aleksandar Kovacevic,Grass,13,5
Newport,R32,Liam Broady,Shintaro Mochizuki,Grass,19,9
Newport,R32,Rinky Hijikata,Abedallah Shelbayh,Grass,19,4
Atlanta,F,Taylor Fritz,Aleksandar Vukic,Hard,34,30
Atlanta,SF,Taylor Fritz,J J Wolf,Hard,21,18
Atlanta,SF,Aleksandar Vukic,Ugo Humbert,Hard,33,28
Atlanta,QF,Taylor Fritz,Kei Nishikori,Hard,18,8
Atlanta,QF,J J Wolf,Dominik Koepfer,Hard,17,15
Atlanta,QF,Aleksandar Vukic,Christopher Eubanks,Hard,20,19
Atlanta,QF,Ugo Humbert,Alex De Minaur,Hard,21,10
Atlanta,R16,Taylor Fritz,Yibing Wu,Hard,22,16
Atlanta,R16,Kei Nishikori,Juncheng Shang,Hard,22,9
Atlanta,R16,Dominik Koepfer,Daniel Evans,Hard,30,16
Atlanta,R16,J J Wolf,Maxime Cressy,Hard,21,22
Atlanta,R16,Christopher Eubanks,Brandon Nakashima,Hard,34,33
Atlanta,R16,Aleksandar Vukic,Yoshihito Nishioka,Hard,34,31
Atlanta,R16,Ugo Humbert,Lloyd Harris,Hard,22,18
Atlanta,R16,Alex De Minaur,Thanasi Kokkinakis,Hard,19,4
Atlanta,R32,Yibing Wu,Corentin Moutet,Hard,19,4
Atlanta,R32,Kei Nishikori,Jordan Thompson,Hard,24,9
Atlanta,R32,Juncheng Shang,Ben Shelton,Hard,20,17
Atlanta,R32,Dominik Koepfer,John Isner,Hard,33,25
Atlanta,R32,Maxime Cressy,Alex Michelsen,Hard,18,9
Atlanta,R32,J J Wolf,Jason Jung,Hard,15,9
Atlanta,R32,Christopher Eubanks,Andres Martin,Hard,18,8
Atlanta,R32,Brandon Nakashima,Max Purcell,Hard,21,15
Atlanta,R32,Aleksandar Vukic,Ethan Quinn,Hard,21,15
Atlanta,R32,Ugo Humbert,Constant Lestienne,Hard,34,13
Atlanta,R32,Lloyd Harris,James Duckworth,Hard,26,24
Atlanta,R32,Thanasi Kokkinakis,Gael Monfils,Hard,28,18
Hamburg,F,Alexander Zverev,Laslo Djere,Clay,21,6
Hamburg,SF,Alexander Zverev,Arthur Fils,Clay,18,11
Hamburg,SF,Laslo Djere,Zhizhen Zhang,Clay,17,10
Hamburg,QF,Arthur Fils,Casper Ruud,Clay,16,6
Hamburg,QF,Alexander Zverev,Luca Van Assche,Clay,19,8
Hamburg,QF,Laslo Djere,Lorenzo Musetti,Clay,21,8
Hamburg,QF,Zhizhen Zhang,Daniel Altmaier,Clay,20,9
Hamburg,R16,Casper Ruud,Cristian Garin,Clay,23,4
Hamburg,R16,Arthur Fils,Dusan Lajovic,Clay,24,3
Hamburg,R16,Alexander Zverev,Maximilian Marterer,Clay,21,3
Hamburg,R16,Luca Van Assche,Alejandro Davidovich Fokina,Clay,31,11
Hamburg,R16,Laslo Djere,Guido Pella,Clay,26,8
Hamburg,R16,Lorenzo Musetti,Jozef Kovalik,Clay,27,2
Hamburg,R16,Zhizhen Zhang,Yannick Hanfmann,Clay,27,4
Hamburg,R16,Daniel Altmaier,Andrey Rublev,Clay,16,11
Hamburg,R32,Casper Ruud,Sebastian Baez,Clay,25,4
Hamburg,R32,Cristian Garin,Hugo Dellien,Clay,28,5
Hamburg,R32,Arthur Fils,Daniel Elahi Galan,Clay,24,11
Hamburg,R32,Dusan Lajovic,Miomir Kecmanovic,Clay,28,3
Hamburg,R32,Alexander Zverev,Alex Molcan,Clay,15,5
Hamburg,R32,Maximilian Marterer,Rudolf Molleker,Clay,20,21
Hamburg,R32,Luca Van Assche,Alexandre Muller,Clay,22,14
Hamburg,R32,Alejandro Davidovich Fokina,Pedro Cachin,Clay,28,11
Hamburg,R32,Laslo Djere,Tomas Martin Etcheverry,Clay,21,6
Hamburg,R32,Guido Pella,Thiago Monteiro,Clay,29,14
Hamburg,R32,Jozef Kovalik,Thiago Seyboth Wild,Clay,22,5
Hamburg,R32,Lorenzo Musetti,Elias Ymer,Clay,17,5
Hamburg,R32,Yannick Hanfmann,Francisco Cerundolo,Clay,24,1
Hamburg,R32,Zhizhen Zhang,Jan Choinski,Clay,22,8
Hamburg,R32,Daniel Altmaier,Richard Gasquet,Clay,22,8
Hamburg,R32,Andrey Rublev,Bernabe Zapata Miralles,Clay,31,7
Umag,F,Alexei Popyrin,Stan Wawrinka,Clay,31,8
Umag,SF,Alexei Popyrin,Matteo Arnaldi,Clay,33,17
Umag,SF,Stan Wawrinka,Lorenzo Sonego,Clay,19,8
Umag,QF,Matteo Arnaldi,Jiri Lehecka,Clay,27,10
Umag,QF,Alexei Popyrin,Dino Prizmic,Clay,24,5
Umag,QF,Stan Wawrinka,Roberto Carballes Baena,Clay,22,3
Umag,QF,Lorenzo Sonego,Jaume Munar,Clay,24,5
Umag,R16,Jiri Lehecka,Dominic Thiem,Clay,21,7
Umag,R16,Matteo Arnaldi,Flavio Cobolli,Clay,21,5
Umag,R16,Alexei Popyrin,Sebastian Ofner,Clay,17,4
Umag,R16,Dino Prizmic,Zsombor Piros,Clay,17,2
Umag,R16,Stan Wawrinka,Federico Coria,Clay,19,3
Umag,R16,Roberto Carballes Baena,Taro Daniel,Clay,16,0
Umag,R16,Jaume Munar,Fabian Marozsan,Clay,19,3
Umag,R16,Lorenzo Sonego,Marco Cecchinato,Clay,19,0
Umag,R32,Dominic Thiem,Facundo Bagnis,Clay,22,7
Umag,R32,Flavio Cobolli,Marin Cilic,Clay,19,6
Umag,R32,Matteo Arnaldi,Jesper De Jong,Clay,17,3
Umag,R32,Alexei Popyrin,Benjamin Bonzi,Clay,22,11
Umag,R32,Dino Prizmic,Duje Ajdukovic,Clay,15,5
Umag,R32,Zsombor Piros,Christopher Oconnell,Clay,19,7
Umag,R32,Stan Wawrinka,Filip Misolic,Clay,17,6
Umag,R32,Federico Coria,Marc Andrea Huesler,Clay,18,6
Umag,R32,Taro Daniel,Martin Landaluce,Clay,27,5
Umag,R32,Jaume Munar,Albert Ramos,Clay,27,3
Umag,R32,Fabian Marozsan,Juan Manuel Cerundolo,Clay,17,6
Umag,R32,Marco Cecchinato,Alexander Shevchenko,Clay,31,4
Kitzbuhel,F,Sebastian Baez,Dominic Thiem,Clay,16,5
Kitzbuhel,SF,Sebastian Baez,Tomas Martin Etcheverry,Clay,31,10
Kitzbuhel,SF,Dominic Thiem,Laslo Djere,Clay,36,17
Kitzbuhel,QF,Tomas Martin Etcheverry,Daniel Elahi Galan,Clay,31,15
Kitzbuhel,QF,Sebastian Baez,Alex Molcan,Clay,19,1
Kitzbuhel,QF,Laslo Djere,Pedro Cachin,Clay,18,6
Kitzbuhel,QF,Dominic Thiem,Arthur Rinderknech,Clay,29,16
Kitzbuhel,R16,Tomas Martin Etcheverry,Guido Andreozzi,Clay,16,3
Kitzbuhel,R16,Daniel Elahi Galan,Daniel Altmaier,Clay,29,9
Kitzbuhel,R16,Alex Molcan,Sebastian Ofner,Clay,34,16
Kitzbuhel,R16,Sebastian Baez,Roberto Carballes Baena,Clay,15,1
Kitzbuhel,R16,Laslo Djere,Thiago Seyboth Wild,Clay,21,10
Kitzbuhel,R16,Pedro Cachin,Albert Ramos,Clay,21,8
Kitzbuhel,R16,Dominic Thiem,Zhizhen Zhang,Clay,24,14
Kitzbuhel,R16,Arthur Rinderknech,Yannick Hanfmann,Clay,21,18
Kitzbuhel,R32,Guido Andreozzi,Filip Misolic,Clay,30,11
Kitzbuhel,R32,Daniel Elahi Galan,Marco Cecchinato,Clay,16,10
Kitzbuhel,R32,Daniel Altmaier,Marc Andrea Huesler,Clay,30,16
Kitzbuhel,R32,Alex Molcan,Luca Van Assche,Clay,19,6
Kitzbuhel,R32,Sebastian Baez,Hamad Medjedovic,Clay,18,6
Kitzbuhel,R32,Roberto Carballes Baena,Guido Pella,Clay,18,5
Kitzbuhel,R32,Laslo Djere,Christopher Oconnell,Clay,22,6
