tourney_name,round,winner_name,loser_name,surface,total_ServiceGames,total_aces
Rotterdam,R16,Gijs Brouwer,Holger Rune,Hard,14,9
Rotterdam,R16,Tallon Griekspoor,Alexander Zverev,Hard,29,17
Rotterdam,R16,Daniil Medvedev,Botic Van De Zandschulp,Hard,16,6
Rotterdam,R16,Felix Auger Aliassime,Gregoire Barrere,Hard,19,12
Rotterdam,R16,Grigor Dimitrov,Hubert Hurkacz,Hard,24,27
Rotterdam,R16,Alex De Minaur,Maxime Cressy,Hard,30,19
Rotterdam,R32,Stefanos Tsitsipas,Emil Ruusuvuori,Hard,19,11
Rotterdam,R32,Jannik Sinner,Benjamin Bonzi,Hard,24,15
Rotterdam,R32,Stan Wawrinka,Alexander Bublik,Hard,22,10
Rotterdam,R32,Richard Gasquet,Pablo Carreno Busta,Hard,28,23
Rotterdam,R32,Holger Rune,Constant Lestienne,Hard,20,5
Rotterdam,R32,Gijs Brouwer,Marc Andrea Huesler,Hard,21,13
Rotterdam,R32,Tallon Griekspoor,Mikael Ymer,Hard,24,11
Rotterdam,R32,Alexander Zverev,Soon Woo Kwon,Hard,22,14
Rotterdam,R32,Daniil Medvedev,Alejandro Davidovich Fokina,Hard,26,10
Rotterdam,R32,Botic Van De Zandschulp,Quentin Halys,Hard,34,20
Rotterdam,R32,Gregoire Barrere,David Goffin,Hard,18,4
Rotterdam,R32,Felix Auger Aliassime,Lorenzo Sonego,Hard,17,14
Rotterdam,R32,Hubert Hurkacz,Roberto Bautista Agut,Hard,36,28
Rotterdam,R32,Grigor Dimitrov,Aslan Karatsev,Hard,16,8
Rotterdam,R32,Maxime Cressy,Tim Van Rijthoven,Hard,30,34
Rotterdam,R32,Alex De Minaur,Andrey Rublev,Hard,20,10
Doha,F,Daniil Medvedev,Andy Murray,Hard,20,7
Doha,SF,Andy Murray,Jiri Lehecka,Hard,27,15
Doha,SF,Daniil Medvedev,Felix Auger Aliassime,Hard,22,11
Doha,QF,Jiri Lehecka,Andrey Rublev,Hard,29,12
Doha,QF,Andy Murray,Alexandre Muller,Hard,25,12
Doha,QF,Daniil Medvedev,Christopher Oconnell,Hard,30,8
Doha,QF,Felix Auger Aliassime,Alejandro Davidovich Fokina,Hard,22,10
Doha,R16,Andrey Rublev,Tallon Griekspoor,Hard,26,16
Doha,R16,Jiri Lehecka,Emil Ruusuvuori,Hard,20,11
Doha,R16,Andy Murray,Alexander Zverev,Hard,32,13
Doha,R16,Alexandre Muller,Botic Van De Zandschulp,Hard,18,3
Doha,R16,Christopher Oconnell,Roberto Bautista Agut,Hard,31,16
Doha,R16,Daniil Medvedev,Liam Broady,Hard,19,6
Doha,R16,Alejandro Davidovich Fokina,Soon Woo Kwon,Hard,17,4
Doha,R16,Felix Auger Aliassime,Jason Kubler,Hard,27,19
Doha,R32,Tallon Griekspoor,Quentin Halys,Hard,34,35
Doha,R32,Jiri Lehecka,Damir Dzumhur,Hard,21,8
Doha,R32,Emil Ruusuvuori,Daniel Evans,Hard,22,9
Doha,R32,Andy Murray,Lorenzo Sonego,Hard,29,9
Doha,R32,Alexandre Muller,Nikoloz Basilashvili,Hard,34,13
Doha,R32,Botic Van De Zandschulp,Ilya Ivashka,Hard,20,8
Doha,R32,Roberto Bautista Agut,Marton Fucsovics,Hard,34,9
Doha,R32,Christopher Oconnell,Fernando Verdasco,Hard,22,6
Doha,R32,Liam Broady,Oleksii Krutykh,Hard,28,9
Doha,R32,Alejandro Davidovich Fokina,Constant Lestienne,Hard,19,6
Doha,R32,Soon Woo Kwon,Abedallah Shelbayh,Hard,28,20
Doha,R32,Jason Kubler,Aslan Karatsev,Hard,13,9
Rio De Janeiro,F,Cameron Norrie,Carlos Alcaraz,Clay,34,7
Rio De Janeiro,SF,Carlos Alcaraz,Nicolas Jarry,Clay,30,9
Rio De Janeiro,SF,Cameron Norrie,Bernabe Zapata Miralles,Clay,29,13
Rio De Janeiro,QF,Carlos Alcaraz,Dusan Lajovic,Clay,22,2
Rio De Janeiro,QF,Nicolas Jarry,Sebastian Baez,Clay,21,8
Rio De Janeiro,QF,Bernabe Zapata Miralles,Albert Ramos,Clay,28,5
Rio De Janeiro,QF,Cameron Norrie,Hugo Dellien,Clay,27,5
Rio De Janeiro,R16,Carlos Alcaraz,Fabio Fognini,Clay,30,3
Rio De Janeiro,R16,Dusan Lajovic,Laslo Djere,Clay,18,2
Rio De Janeiro,R16,Nicolas Jarry,Pedro Martinez,Clay,16,9
Rio De Janeiro,R16,Sebastian Baez,Juan Pablo Varillas,Clay,24,4
Rio De Janeiro,R16,Albert Ramos,Daniel Elahi Galan,Clay,18,7
Rio De Janeiro,R16,Bernabe Zapata Miralles,Francisco Cerundolo,Clay,24,2
Rio De Janeiro,R16,Hugo Dellien,Alex Molcan,Clay,23,6
Rio De Janeiro,R16,Cameron Norrie,Thiago Monteiro,Clay,24,13
Rio De Janeiro,R32,Carlos Alcaraz,Mateus Alves,Clay,20,9
Rio De Janeiro,R32,Fabio Fognini,Tomas Barrios Vera,Clay,17,5
Rio De Janeiro,R32,Laslo Djere,Facundo Bagnis,Clay,13,8
Rio De Janeiro,R32,Dusan Lajovic,Diego Schwartzman,Clay,17,4
Rio De Janeiro,R32,Nicolas Jarry,Lorenzo Musetti,Clay,17,8
Rio De Janeiro,R32,Pedro Martinez,Cristian Garin,Clay,22,10
Rio De Janeiro,R32,Juan Pablo Varillas,Hugo Gaston,Clay,22,10
Rio De Janeiro,R32,Sebastian Baez,Thomaz Bellucci,Clay,17,1
Rio De Janeiro,R32,Albert Ramos,Tomas Martin Etcheverry,Clay,32,13
Rio De Janeiro,R32,Daniel Elahi Galan,Pedro Cachin,Clay,22,9
Rio De Janeiro,R32,Bernabe Zapata Miralles,Jaume Munar,Clay,21,1
Rio De Janeiro,R32,Francisco Cerundolo,Roberto Carballes Baena,Clay,28,2
Rio De Janeiro,R32,Alex Molcan,Joao Fonseca,Clay,15,2
Rio De Janeiro,R32,Hugo Dellien,Joao Sousa,Clay,14,2
Rio De Janeiro,R32,Thiago Monteiro,Dominic Thiem,Clay,28,14
Rio De Janeiro,R32,Cameron Norrie,Juan Manuel Cerundolo,Clay,19,7
Marseille,F,Hubert Hurkacz,Benjamin Bonzi,Hard,21,23
Marseille,SF,Hubert Hurkacz,Alexander Bublik,Hard,22,34
Marseille,SF,Benjamin Bonzi,Arthur Fils,Hard,20,11
Marseille,QF,Hubert Hurkacz,Mikael Ymer,Hard,30,24
Marseille,QF,Alexander Bublik,Grigor Dimitrov,Hard,33,30
Marseille,QF,Benjamin Bonzi,Alex De Minaur,Hard,18,5
Marseille,QF,Arthur Fils,Stan Wawrinka,Hard,17,9
Marseille,R16,Hubert Hurkacz,Leandro Riedi,Hard,27,14
Marseille,R16,Grigor Dimitrov,Gijs Brouwer,Hard,17,12
Marseille,R16,Alexander Bublik,Gregoire Barrere,Hard,18,7
Marseille,R16,Benjamin Bonzi,Maxime Cressy,Hard,31,32
Marseille,R16,Alex De Minaur,Alexander Ritschard,Hard,18,11
Marseille,R16,Stan Wawrinka,Richard Gasquet,Hard,30,19
Marseille,R32,Leandro Riedi,Arthur Rinderknech,Hard,19,16
Marseille,R32,Mikael Ymer,Radu Albot,Hard,21,5
Marseille,R32,David Goffin,Lukas Klein,Hard,18,7
Marseille,R32,Gijs Brouwer,Elias Ymer,Hard,30,11
Marseille,R32,Alexander Bublik,Filip Krajinovic,Hard,31,22
Marseille,R32,Gregoire Barrere,Marc Andrea Huesler,Hard,17,12
Marseille,R32,Maxime Cressy,Geoffrey Blancaneaux,Hard,33,31
Marseille,R32,Benjamin Bonzi,Luca Van Assche,Hard,24,16
Marseille,R32,Alexander Ritschard,Pablo Andujar,Hard,21,4
Marseille,R32,Richard Gasquet,Laurent Lokoli,Hard,32,20
Marseille,R32,Stan Wawrinka,Zizou Bergs,Hard,32,22
Marseille,R32,Arthur Fils,Roman Safiullin,Hard,19,9
Acapulco,F,Alex De Minaur,Tommy Paul,Hard,26,3
Acapulco,SF,Tommy Paul,Taylor Fritz,Hard,33,13
Acapulco,SF,Alex De Minaur,Holger Rune,Hard,29,7
Acapulco,QF,Tommy Paul,Mackenzie Mcdonald,Hard,16,3
Acapulco,QF,Taylor Fritz,Frances Tiafoe,Hard,19,11
Acapulco,QF,Holger Rune,Matteo Berrettini,Hard,7,2
Acapulco,QF,Alex De Minaur,Taro Daniel,Hard,16,2
Acapulco,R16,Mackenzie Mcdonald,Brandon Nakashima,Hard,14,2
Acapulco,R16,Tommy Paul,Michael Mmoh,Hard,14,6
Acapulco,R16,Taylor Fritz,Denis Shapovalov,Hard,20,12
Acapulco,R16,Frances Tiafoe,Feliciano Lopez,Hard,20,16
Acapulco,R16,Matteo Berrettini,Elias Ymer,Hard,18,5
Acapulco,R16,Holger Rune,Nuno Borges,Hard,14,8
Acapulco,R16,Alex De Minaur,Jacopo Berrettini,Hard,13,3
Acapulco,R16,Taro Daniel,Casper Ruud,Hard,32,10
Acapulco,R32,Mackenzie Mcdonald,Luciano Darderi,Hard,18,18
Acapulco,R32,Brandon Nakashima,Daniel Altmaier,Hard,25,7
Acapulco,R32,Michael Mmoh,Marcos Giron,Hard,19,5
Acapulco,R32,Tommy Paul,Emilio Gomez,Hard,19,4
Acapulco,R32,Taylor Fritz,John Isner,Hard,28,13
Acapulco,R32,Denis Shapovalov,Miomir Kecmanovic,Hard,30,9
Acapulco,R32,Feliciano Lopez,Christopher Eubanks,Hard,22,20
Acapulco,R32,Frances Tiafoe,Yoshihito Nishioka,Hard,22,11
Acapulco,R32,Elias Ymer,Adrian Mannarino,Hard,31,6
Acapulco,R32,Matteo Berrettini,Alex Molcan,Hard,7,5
Acapulco,R32,Nuno Borges,Nick Chappell,Hard,21,7
Acapulco,R32,Holger Rune,Ben Shelton,Hard,30,14
Acapulco,R32,Alex De Minaur,Rodrigo Pacheco Mendez,Hard,15,4
Acapulco,R32,Jacopo Berrettini,Oscar Otte,Hard,24,8
Acapulco,R32,Taro Daniel,J J Wolf,Hard,20,4
Acapulco,R32,Casper Ruud,Guido Andreozzi,Hard,32,17
Dubai,F,Daniil Medvedev,Andrey Rublev,Hard,16,12
Dubai,SF,Daniil Medvedev,Novak Djokovic,Hard,20,13
Dubai,SF,Andrey Rublev,Alexander Zverev,Hard,21,14
Dubai,QF,Novak Djokovic,Hubert Hurkacz,Hard,21,11
Dubai,QF,Daniil Medvedev,Borna Coric,Hard,17,4
Dubai,QF,Alexander Zverev,Lorenzo Sonego,Hard,22,11
Dubai,QF,Andrey Rublev,Botic Van De Zandschulp,Hard,21,16
Dubai,R16,Novak Djokovic,Tallon Griekspoor,Hard,17,20
Dubai,R16,Hubert Hurkacz,Pavel Kotov,Hard,19,12
Dubai,R16,Daniil Medvedev,Alexander Bublik,Hard,18,10
Dubai,R16,Borna Coric,Thanasi Kokkinakis,Hard,33,23
Dubai,R16,Alexander Zverev,Christopher Oconnell,Hard,22,15
Dubai,R16,Lorenzo Sonego,Felix Auger Aliassime,Hard,22,8
Dubai,R16,Botic Van De Zandschulp,Mikael Ymer,Hard,27,9
Dubai,R16,Andrey Rublev,Alejandro Davidovich Fokina,Hard,31,20
Dubai,R32,Novak Djokovic,Tomas Machac,Hard,30,18
Dubai,R32,Tallon Griekspoor,Constant Lestienne,Hard,27,22
Dubai,R32,Pavel Kotov,Alexei Popyrin,Hard,33,15
Dubai,R32,Hubert Hurkacz,Alexander Shevchenko,Hard,30,21
Dubai,R32,Daniil Medvedev,Matteo Arnaldi,Hard,18,6
Dubai,R32,Alexander Bublik,Alexandar Lazarov,Hard,8,3
Dubai,R32,Thanasi Kokkinakis,Quentin Halys,Hard,22,23
Dubai,R32,Borna Coric,Daniel Evans,Hard,4,5
Dubai,R32,Alexander Zverev,Jiri Lehecka,Hard,29,17
Dubai,R32,Christopher Oconnell,Emil Ruusuvuori,Hard,22,15
Dubai,R32,Lorenzo Sonego,Marc Andrea Huesler,Hard,21,13
Dubai,R32,Felix Auger Aliassime,Maxime Cressy,Hard,30,40
Dubai,R32,Botic Van De Zandschulp,Karen Khachanov,Hard,20,12
Dubai,R32,Mikael Ymer,Francesco Passaro,Hard,17,1
Dubai,R32,Alejandro Davidovich Fokina,Malek Jaziri,Hard,14,7
Dubai,R32,Andrey Rublev,Filip Krajinovic,Hard,20,10
Santiago,F,Nicolas Jarry,Tomas Martin Etcheverry,Clay,32,15
Santiago,SF,Nicolas Jarry,Jaume Munar,Clay,26,11
Santiago,SF,Tomas Martin Etcheverry,Sebastian Baez,Clay,21,4
Santiago,QF,Jaume Munar,Thiago Monteiro,Clay,26,9
Santiago,QF,Nicolas Jarry,Yannick Hanfmann,Clay,28,12
Santiago,QF,Sebastian Baez,Laslo Djere,Clay,22,6
Santiago,QF,Tomas Martin Etcheverry,Dusan Lajovic,Clay,15,6
Santiago,R16,Jaume Munar,Lorenzo Musetti,Clay,20,2
Santiago,R16,Thiago Monteiro,Marco Cecchinato,Clay,26,10
Santiago,R16,Nicolas Jarry,Diego Schwartzman,Clay,32,10
Santiago,R16,Yannick Hanfmann,Roberto Carballes Baena,Clay,20,8
Santiago,R16,Laslo Djere,Riccardo Bonadio,Clay,24,9
Santiago,R16,Sebastian Baez,Cristian Garin,Clay,19,6
Santiago,R16,Dusan Lajovic,Juan Manuel Cerundolo,Clay,28,8
Santiago,R16,Tomas Martin Etcheverry,Francisco Cerundolo,Clay,27,8
Santiago,R32,Jaume Munar,Alejandro Tabilo,Clay,30,7
Santiago,R32,Marco Cecchinato,Facundo Bagnis,Clay,29,10
Santiago,R32,Thiago Monteiro,Albert Ramos,Clay,34,14
Santiago,R32,Nicolas Jarry,Juan Pablo Varillas,Clay,22,18
Santiago,R32,Yannick Hanfmann,Pedro Martinez,Clay,14,10
Santiago,R32,Roberto Carballes Baena,Carlos Taberner,Clay,7,2
Santiago,R32,Laslo Djere,Joao Sousa,Clay,17,7
Santiago,R32,Riccardo Bonadio,Daniel Elahi Galan,Clay,21,6
Santiago,R32,Cristian Garin,Dominic Thiem,Clay,20,7
Santiago,R32,Juan Manuel Cerundolo,Pedro Cachin,Clay,28,13
Santiago,R32,Dusan Lajovic,Camilo Ugo Carabelli,Clay,16,0
Santiago,R32,Tomas Martin Etcheverry,Fabio Fognini,Clay,19,8
Indian Wells Masters,F,Carlos Alcaraz,Daniil Medvedev,Hard,17,1
Indian Wells Masters,SF,Carlos Alcaraz,Jannik Sinner,Hard,21,9
Indian Wells Masters,SF,Daniil Medvedev,Frances Tiafoe,Hard,24,12
Indian Wells Masters,QF,Carlos Alcaraz,Felix Auger Aliassime,Hard,20,8
Indian Wells Masters,QF,Jannik Sinner,Taylor Fritz,Hard,30,9
Indian Wells Masters,QF,Daniil Medvedev,Alejandro Davidovich Fokina,Hard,21,5
Indian Wells Masters,QF,Frances Tiafoe,Cameron Norrie,Hard,20,11
Indian Wells Masters,R16,Carlos Alcaraz,Jack Draper,Hard,10,4
Indian Wells Masters,R16,Felix Auger Aliassime,Tommy Paul,Hard,30,12
Indian Wells Masters,R16,Taylor Fritz,Marton Fucsovics,Hard,19,6
Indian Wells Masters,R16,Jannik Sinner,Stan Wawrinka,Hard,17,6
Indian Wells Masters,R16,Daniil Medvedev,Alexander Zverev,Hard,36,19
Indian Wells Masters,R16,Alejandro Davidovich Fokina,Cristian Garin,Hard,19,6
Indian Wells Masters,R16,Cameron Norrie,Andrey Rublev,Hard,18,10
Indian Wells Masters,R16,Frances Tiafoe,Alejandro Tabilo,Hard,20,11
Indian Wells Masters,R32,Carlos Alcaraz,Tallon Griekspoor,Hard,21,1
Indian Wells Masters,R32,Jack Draper,Andy Murray,Hard,20,11
Indian Wells Masters,R32,Tommy Paul,Hubert Hurkacz,Hard,28,14
Indian Wells Masters,R32,Felix Auger Aliassime,Francisco Cerundolo,Hard,22,8
Indian Wells Masters,R32,Taylor Fritz,Sebastian Baez,Hard,15,4
Indian Wells Masters,R32,Marton Fucsovics,Alex Molcan,Hard,18,1
Indian Wells Masters,R32,Jannik Sinner,Adrian Mannarino,Hard,22,7
Indian Wells Masters,R32,Stan Wawrinka,Holger Rune,Hard,32,18
Indian Wells Masters,R32,Daniil Medvedev,Ilya Ivashka,Hard,24,9
Indian Wells Masters,R32,Alexander Zverev,Emil Ruusuvuori,Hard,31,12
Indian Wells Masters,R32,Alejandro Davidovich Fokina,Karen Khachanov,Hard,26,7
Indian Wells Masters,R32,Cristian Garin,Casper Ruud,Hard,22,8
Indian Wells Masters,R32,Andrey Rublev,Ugo Humbert,Hard,21,8
Indian Wells Masters,R32,Cameron Norrie,Taro Daniel,Hard,32,19
Indian Wells Masters,R32,Frances Tiafoe,Jason Kubler,Hard,17,10
Indian Wells Masters,R32,Alejandro Tabilo,Jordan Thompson,Hard,21,12
Indian Wells Masters,R64,Carlos Alcaraz,Thanasi Kokkinakis,Hard,18,7
Indian Wells Masters,R64,Tallon Griekspoor,Guido Pella,Hard,24,16
Indian Wells Masters,R64,Jack Draper,Daniel Evans,Hard,18,10
Indian Wells Masters,R64,Andy Murray,Radu Albot,Hard,19,7
Indian Wells Masters,R64,Hubert Hurkacz,Alexei Popyrin,Hard,18,11
Indian Wells Masters,R64,Tommy Paul,Jan Lennard Struff,Hard,18,9
Indian Wells Masters,R64,Francisco Cerundolo,Jack Sock,Hard,29,14
Indian Wells Masters,R64,Felix Auger Aliassime,Pedro Martinez,Hard,22,10
Indian Wells Masters,R64,Taylor Fritz,Ben Shelton,Hard,29,8
Indian Wells Masters,R64,Sebastian Baez,Rinky Hijikata,Hard,16,2
Indian Wells Masters,R64,Alex Molcan,Borna Coric,Hard,18,4
Indian Wells Masters,R64,Marton Fucsovics,Alex De Minaur,Hard,18,5
Indian Wells Masters,R64,Jannik Sinner,Richard Gasquet,Hard,21,14
Indian Wells Masters,R64,Adrian Mannarino,Lorenzo Musetti,Hard,20,6
Indian Wells Masters,R64,Stan Wawrinka,Miomir Kecmanovic,Hard,22,17
Indian Wells Masters,R64,Holger Rune,Mackenzie Mcdonald,Hard,21,5
Indian Wells Masters,R64,Daniil Medvedev,Brandon Nakashima,Hard,19,13
Indian Wells Masters,R64,Ilya Ivashka,Botic Van De Zandschulp,Hard,17,4
Indian Wells Masters,R64,Emil Ruusuvuori,Roberto Bautista Agut,Hard,20,8
Indian Wells Masters,R64,Alexander Zverev,Pedro Cachin,Hard,16,10
Indian Wells Masters,R64,Karen Khachanov,Oscar Otte,Hard,18,9
Indian Wells Masters,R64,Alejandro Davidovich Fokina,Yibing Wu,Hard,17,4
Indian Wells Masters,R64,Cristian Garin,Yoshihito Nishioka,Hard,16,9
Indian Wells Masters,R64,Casper Ruud,Diego Schwartzman,Hard,17,3
Indian Wells Masters,R64,Andrey Rublev,Jiri Lehecka,Hard,18,6
Indian Wells Masters,R64,Ugo Humbert,Denis Shapovalov,Hard,22,11
Indian Wells Masters,R64,Taro Daniel,Matteo Berrettini,Hard,27,9
Indian Wells Masters,R64,Cameron Norrie,Tung Lin Wu,Hard,18,5
Indian Wells Masters,R64,Frances Tiafoe,Marcos Giron,Hard,16,6
Indian Wells Masters,R64,Jason Kubler,Grigor Dimitrov,Hard,23,22
Indian Wells Masters,R64,Alejandro Tabilo,Maxime Cressy,Hard,24,38
Indian Wells Masters,R64,Jordan Thompson,Stefanos Tsitsipas,Hard,34,19
Indian Wells Masters,R128,Thanasi Kokkinakis,Brandon Holt,Hard,17,10
Indian Wells Masters,R128,Guido Pella,Thiago Monteiro,Hard,29,18
Indian Wells Masters,R128,Jack Draper,Leandro Riedi,Hard,14,10
Indian Wells Masters,R128,Andy Murray,Tomas Martin Etcheverry,Hard,29,15
Indian Wells Masters,R128,Alexei Popyrin,Zhizhen Zhang,Hard,29,19
Indian Wells Masters,R128,Jan Lennard Struff,Quentin Halys,Hard,25,15
Indian Wells Masters,R128,Jack Sock,Gregoire Barrere,Hard,18,6
Indian Wells Masters,R128,Pedro Martinez,Marc Andrea Huesler,Hard,31,17
Indian Wells Masters,R128,Ben Shelton,Fabio Fognini,Hard,17,6
Indian Wells Masters,R128,Rinky Hijikata,Mikael Ymer,Hard,22,0
Indian Wells Masters,R128,Alex Molcan,Albert Ramos,Hard,17,5
Indian Wells Masters,R128,Marton Fucsovics,J J Wolf,Hard,22,13
Indian Wells Masters,R128,Richard Gasquet,Borna Gojo,Hard,30,26
Indian Wells Masters,R128,Adrian Mannarino,Dominic Thiem,Hard,32,14
Indian Wells Masters,R128,Stan Wawrinka,Aleksandar Vukic,Hard,24,15
Indian Wells Masters,R128,Mackenzie Mcdonald,Filip Krajinovic,Hard,15,7
Indian Wells Masters,R128,Brandon Nakashima,John Isner,Hard,21,20
Indian Wells Masters,R128,Ilya Ivashka,Roman Safiullin,Hard,18,7
Indian Wells Masters,R128,Emil Ruusuvuori,Constant Lestienne,Hard,15,5
Indian Wells Masters,R128,Pedro Cachin,Nikoloz Basilashvili,Hard,21,12
Indian Wells Masters,R128,Oscar Otte,Laslo Djere,Hard,21,8
Indian Wells Masters,R128,Yibing Wu,Jaume Munar,Hard,30,6
Indian Wells Masters,R128,Cristian Garin,Daniel Elahi Galan,Hard,18,7
Indian Wells Masters,R128,Diego Schwartzman,Federico Coria,Hard,15,1
Indian Wells Masters,R128,Jiri Lehecka,Arthur Rinderknech,Hard,24,8
Indian Wells Masters,R128,Ugo Humbert,Bernabe Zapata Miralles,Hard,20,5
Indian Wells Masters,R128,Taro Daniel,Roberto Carballes Baena,Hard,19,7
Indian Wells Masters,R128,Tung Lin Wu,Alexander Bublik,Hard,20,6
Indian Wells Masters,R128,Marcos Giron,Aleksandar Kovacevic,Hard,21,14
Indian Wells Masters,R128,Jason Kubler,Lorenzo Sonego,Hard,22,8
Indian Wells Masters,R128,Alejandro Tabilo,Maximilian Marterer,Hard,19,11
Indian Wells Masters,R128,Jordan Thompson,Gael Monfils,Hard,16,3
Miami Masters,F,Daniil Medvedev,Jannik Sinner,Hard,21,15
Miami Masters,SF,Jannik Sinner,Carlos Alcaraz,Hard,30,13
Miami Masters,SF,Daniil Medvedev,Karen Khachanov,Hard,30,20
Miami Masters,QF,Carlos Alcaraz,Taylor Fritz,Hard,18,10
Miami Masters,QF,Jannik Sinner,Emil Ruusuvuori,Hard,16,6
Miami Masters,QF,Daniil Medvedev,Christopher Eubanks,Hard,21,13
Miami Masters,QF,Karen Khachanov,Francisco Cerundolo,Hard,17,9
Miami Masters,R16,Carlos Alcaraz,Tommy Paul,Hard,20,8
Miami Masters,R16,Taylor Fritz,Holger Rune,Hard,19,12
Miami Masters,R16,Emil Ruusuvuori,Botic Van De Zandschulp,Hard,32,10
Miami Masters,R16,Jannik Sinner,Andrey Rublev,Hard,18,14
Miami Masters,R16,Christopher Eubanks,Adrian Mannarino,Hard,24,18
Miami Masters,R16,Daniil Medvedev,Quentin Halys,Hard,18,12
Miami Masters,R16,Francisco Cerundolo,Lorenzo Sonego,Hard,26,5
Miami Masters,R16,Karen Khachanov,Stefanos Tsitsipas,Hard,22,16
Miami Masters,R32,Carlos Alcaraz,Dusan Lajovic,Hard,18,3
Miami Masters,R32,Tommy Paul,Alejandro Davidovich Fokina,Hard,21,11
Miami Masters,R32,Taylor Fritz,Denis Shapovalov,Hard,20,17
Miami Masters,R32,Holger Rune,Diego Schwartzman,Hard,18,8
Miami Masters,R32,Botic Van De Zandschulp,Casper Ruud,Hard,29,18
Miami Masters,R32,Emil Ruusuvuori,Taro Daniel,Hard,21,11
Miami Masters,R32,Jannik Sinner,Grigor Dimitrov,Hard,19,3
Miami Masters,R32,Andrey Rublev,Miomir Kecmanovic,Hard,15,16
Miami Masters,R32,Adrian Mannarino,Hubert Hurkacz,Hard,24,23
Miami Masters,R32,Christopher Eubanks,Gregoire Barrere,Hard,21,13
Miami Masters,R32,Quentin Halys,Mackenzie Mcdonald,Hard,21,24
Miami Masters,R32,Francisco Cerundolo,Felix Auger Aliassime,Hard,20,5
Miami Masters,R32,Lorenzo Sonego,Frances Tiafoe,Hard,19,10
Miami Masters,R32,Karen Khachanov,Jiri Lehecka,Hard,18,14
Miami Masters,R32,Stefanos Tsitsipas,Cristian Garin,Hard,29,19
Miami Masters,R64,Carlos Alcaraz,Facundo Bagnis,Hard,14,4
Miami Masters,R64,Dusan Lajovic,Maxime Cressy,Hard,22,8
Miami Masters,R64,Alejandro Davidovich Fokina,Brandon Nakashima,Hard,22,11
Miami Masters,R64,Tommy Paul,Marc Andrea Huesler,Hard,31,19
Miami Masters,R64,Taylor Fritz,Emilio Nava,Hard,17,11
Miami Masters,R64,Denis Shapovalov,Guido Pella,Hard,27,15
Miami Masters,R64,Diego Schwartzman,Yibing Wu,Hard,19,5
Miami Masters,R64,Holger Rune,Marton Fucsovics,Hard,21,9
Miami Masters,R64,Casper Ruud,Ilya Ivashka,Hard,17,9
Miami Masters,R64,Botic Van De Zandschulp,Alexei Popyrin,Hard,30,20
Miami Masters,R64,Emil Ruusuvuori,Roberto Bautista Agut,Hard,22,8
Miami Masters,R64,Taro Daniel,Alexander Zverev,Hard,16,7
Miami Masters,R64,Jannik Sinner,Laslo Djere,Hard,18,6
Miami Masters,R64,Grigor Dimitrov,Jan Lennard Struff,Hard,32,33
Miami Masters,R64,Miomir Kecmanovic,Ugo Humbert,Hard,34,18
Miami Masters,R64,Andrey Rublev,J J Wolf,Hard,22,23
Miami Masters,R64,Hubert Hurkacz,Thanasi Kokkinakis,Hard,36,44
Miami Masters,R64,Adrian Mannarino,Ben Shelton,Hard,26,20
Miami Masters,R64,Christopher Eubanks,Borna Coric,Hard,27,13
Miami Masters,R64,Gregoire Barrere,Cameron Norrie,Hard,17,10
Miami Masters,R64,Quentin Halys,Alex De Minaur,Hard,36,23
Miami Masters,R64,Mackenzie Mcdonald,Matteo Berrettini,Hard,24,18
Miami Masters,R64,Alex Molcan,Yoshihito Nishioka,Hard,27,9
Miami Masters,R64,Daniil Medvedev,Roberto Carballes Baena,Hard,15,5
Miami Masters,R64,Felix Auger Aliassime,Thiago Monteiro,Hard,24,16
